signal_category,ABSENT,WEAK,MODERATE,STRONG
ABSENT,0.0,0.003838771593090211,0.559322033898305,0.0
WEAK,0.20948012232415902,0.4579370885149963,0.9027431421446384,0.8
MODERATE,0.872791519434629,0.6761329305135951,0.21722365038560412,0.06293706293706294
STRONG,0.0,0.0,0.0,0.0
