signal_category,ABSENT,WEAK,MODERATE,STRONG
ABSENT,0.09798488664987405,0.08349328214971209,0.03389830508474576,0.0
WEAK,0.011213047910295617,0.03438185808339429,0.02493765586034913,0.2
MODERATE,0.05653710247349823,0.3166163141993958,0.7827763496143959,0.9370629370629371
STRONG,1.0,1.0,1.0,1.0
