row,DISCORDANT,PARTIAL,CONCORDANT,NOT_APPLICABLE
ABSENT,0.7012087464348771,0.017655846801575444,0.2811354067635475,0.0
WEAK,0.36711798839458415,0.2226950354609929,0.41018697614442295,0.0
MODERATE,0.03565147881694644,0.32422062350119907,0.6401278976818545,0.0
STRONG,0.012605042016806723,0.028011204481792718,0.9593837535014006,0.0
