row,DISCORDANT,PARTIAL,CONCORDANT,NOT_APPLICABLE
ABSENT,0.23652016311735388,0.042138649750792935,0.7213411871318532,0.0
WEAK,0.13280652561814937,0.07723680856487382,0.7899566658169768,0.0
MODERATE,0.05548996458087367,0.14138134592680046,0.8031286894923259,0.0
STRONG,0.033582089552238806,0.07462686567164178,0.8917910447761194,0.0
