row,DISCORDANT,PARTIAL,CONCORDANT,NOT_APPLICABLE
ABSENT,0.9001163692785105,0.0071761055081458495,0.09270752521334368,0.0
WEAK,0.6069937369519833,0.37160751565762007,0.02139874739039666,0.0
MODERATE,0.012207882804325079,0.5402860132542727,0.44750610394140217,0.0
STRONG,0.0,0.0,1.0,0.0
