row,DISCORDANT,PARTIAL,CONCORDANT,NOT_APPLICABLE
ABSENT,0.8252895752895753,0.10585585585585586,0.06885456885456885,0.0
WEAK,0.40062862669245647,0.4228723404255319,0.1764990328820116,0.0
MODERATE,0.0340398201669878,0.3622350674373796,0.6037251123956326,0.0
STRONG,0.004694835680751174,0.09859154929577464,0.8967136150234741,0.0
