signal_category,ABSENT,WEAK,MODERATE,STRONG
ABSENT,0.4881889763779528,0.6494057724957555,0.8915254237288136,0.9888268156424581
WEAK,0.18181818181818182,0.6650246305418719,0.8968713789107764,0.9858557284299858
MODERATE,0.23809523809523808,0.4,0.8659003831417624,0.9867256637168141
STRONG,0.8823529411764706,0.7586206896551724,0.9047619047619048,1.0
