signal_category,ABSENT,WEAK,MODERATE,STRONG
ABSENT,0.5118110236220472,0.3030560271646859,0.04745762711864407,0.00558659217877095
WEAK,0.7727272727272727,0.20607553366174056,0.031286210892236384,0.004243281471004243
MODERATE,0.2653061224489796,0.1308411214953271,0.044061302681992334,0.004424778761061947
STRONG,0.0,0.017241379310344827,0.06349206349206349,0.0
