track,reference,stat,lo,hi
D_BW_ENCSR000AUM,benign,std,-0.009797365586548803,0.010799982149198537
D_BW_ENCSR000AUM,benign,mad,-0.004265815019607544,0.0045524537563323975
D_BW_ENCSR000ASH,all,std,-0.008492999361954533,0.009376485813715498
D_BW_ENCSR000ASH,all,mad,-0.0036224722862243652,0.003622710704803467
D_BW_ENCSR000ASH,benign,std,-0.007557191077141332,0.008091079922758268
D_BW_ENCSR000ASH,benign,mad,-0.0032077431678771973,0.0032077431678771973
D_BW_ENCSR000AST,all,std,-0.009277615638065702,0.010133969287990726
D_BW_ENCSR000AST,all,mad,-0.003402531147003174,0.0034027695655822754
D_BW_ENCSR000AST,benign,std,-0.0080326689549278,0.008475925079145085
D_BW_ENCSR000AST,benign,mad,-0.0029571950435638428,0.0029571950435638428
D_BW_ENCSR000DPD,all,std,-0.008814690836348683,0.009202243891048763
D_BW_ENCSR000DPD,all,mad,-0.002567291259765625,0.002567291259765625
D_BW_ENCSR000DPD,benign,std,-0.007698825353942813,0.007861602550335866
D_BW_ENCSR000DPD,benign,mad,-0.002192467451095581,0.002192467451095581
D_BW_ENCSR000ASV,all,std,-0.010102652147451966,0.011540241401587303
D_BW_ENCSR000ASV,all,mad,-0.004625856876373291,0.004726052284240723
D_BW_ENCSR000ASV,benign,std,-0.008923771481191063,0.00961442704431325
D_BW_ENCSR000ASV,benign,mad,-0.003989428281784058,0.003993242979049683
D_BW_ENCSR000AUN,all,std,-0.005926017289393338,0.006412162405637387
D_BW_ENCSR000AUN,all,mad,-0.0029479563236236572,0.003268986940383911
D_BW_ENCSR000AUN,benign,std,-0.005496564047364912,0.006062450793215158
D_BW_ENCSR000AUN,benign,mad,-0.0026962459087371826,0.003024369478225708
D_BW_ENCSR346JWH,all,std,-0.015891110032783592,0.01635079724191991
D_BW_ENCSR346JWH,all,mad,-0.006439834833145142,0.006439834833145142
D_BW_ENCSR346JWH,benign,std,-0.014139467970279295,0.014540920364147327
D_BW_ENCSR346JWH,benign,mad,-0.005802959203720093,0.0058450400829315186
D_BW_ENCSR714TJD,all,std,-0.009339305982972557,0.009823910019758457
D_BW_ENCSR714TJD,all,mad,-0.00433698296546936,0.004337936639785767
D_BW_ENCSR714TJD,benign,std,-0.008234651334839367,0.008478000644499797
D_BW_ENCSR714TJD,benign,mad,-0.003829270601272583,0.0038298070430755615
D_BW_ENCSR747BYL,all,std,-0.006662588855758593,0.007829638382310046
D_BW_ENCSR747BYL,all,mad,-0.0029062628746032715,0.0034807324409484863
D_BW_ENCSR747BYL,benign,std,-0.006102446758553967,0.006624566597011808
D_BW_ENCSR747BYL,benign,mad,-0.0027733445167541504,0.0029485225677490234
D_BW_ENCSR581PUR,all,std,-0.00647556875520733,0.006550366218347396
D_BW_ENCSR581PUR,all,mad,-0.002099364995956421,0.0021034181118011475
D_BW_ENCSR581PUR,benign,std,-0.005744250824786574,0.005954284793259666
D_BW_ENCSR581PUR,benign,mad,-0.0019834935665130615,0.0019867122173309326
D_BW_ENCSR521IZK,all,std,-0.012117049713478502,0.013617420456161275
D_BW_ENCSR521IZK,all,mad,-0.0049842000007629395,0.005488872528076172
D_BW_ENCSR521IZK,benign,std,-0.01040383224337227,0.011041974235882145
D_BW_ENCSR521IZK,benign,mad,-0.004360496997833252,0.004587531089782715
D_BW_ENCSR435FGK,all,std,-0.007336140381661978,0.0075396206039539705
D_BW_ENCSR435FGK,all,mad,-0.0026272237300872803,0.0026272237300872803
D_BW_ENCSR435FGK,benign,std,-0.006283119685440779,0.006283127944759612
D_BW_ENCSR435FGK,benign,mad,-0.0022412240505218506,0.0022412240505218506
D_BW_ENCSR988EGR,all,std,-0.004968451563156174,0.005558511055156027
D_BW_ENCSR988EGR,all,mad,-0.0022954940795898438,0.0026763081550598145
D_BW_ENCSR988EGR,benign,std,-0.004799739534801886,0.005209205703111773
D_BW_ENCSR988EGR,benign,mad,-0.00211980938911438,0.0022830069065093994
D_BW_ENCSR059MVB,all,std,-0.011377912168742824,0.011519454017548841
D_BW_ENCSR059MVB,all,mad,-0.003307938575744629,0.003307938575744629
D_BW_ENCSR059MVB,benign,std,-0.009475600962041223,0.009911864423439486
D_BW_ENCSR059MVB,benign,mad,-0.0027770698070526123,0.0027839839458465576
D_BW_ENCSR475NLR,all,std,-0.007634048712000017,0.00870091918515579
D_BW_ENCSR475NLR,all,mad,-0.0030543506145477295,0.003424316644668579
D_BW_ENCSR475NLR,benign,std,-0.007464614980844746,0.008230687498631017
D_BW_ENCSR475NLR,benign,mad,-0.002945452928543091,0.0032156407833099365
D_BW_ENCSR897FOZ,all,std,-0.0067252674801502755,0.006729705139931643
D_BW_ENCSR897FOZ,all,mad,-0.002560526132583618,0.002580970525741577
