track,reference,stat,lo,hi
D_BW_ENCSR000AQW,all,mad,-0.007337450981140137,0.007337450981140137
D_BW_ENCSR000AQW,benign,std,-0.013787151204478525,0.023007266240003186
D_BW_ENCSR000AQW,benign,mad,-0.0017948150634765625,0.009043455123901367
D_BW_ENCSR000ASX,all,std,-0.010594676538963494,0.015789352165706573
D_BW_ENCSR000ASX,all,mad,-0.0033493638038635254,0.006779372692108154
D_BW_ENCSR000ASX,benign,std,-0.011402790718960536,0.016714721107695587
D_BW_ENCSR000ASX,benign,mad,-0.0020088553428649902,0.0054108500480651855
D_BW_ENCSR000AQX,all,std,-0.01510593898346416,0.01616069289501047
D_BW_ENCSR000AQX,all,mad,-0.0007648169994354248,0.0007648169994354248
D_BW_ENCSR000AQX,benign,std,-0.014666160253016659,0.01983030887782076
D_BW_ENCSR000AQX,benign,mad,-0.0023202896118164062,0.0035614967346191406
D_BW_ENCSR000AQY,all,std,-0.028410660484381654,0.021239594071502655
D_BW_ENCSR000AQY,all,mad,-0.010590791702270508,0.008132636547088623
D_BW_ENCSR000AQY,benign,std,-0.016724410515860336,0.022569077313008667
D_BW_ENCSR000AQY,benign,mad,-0.0032494664192199707,0.0063973069190979
D_BW_ENCSR000ARA,all,std,-0.018474086226792683,0.01321671537414241
D_BW_ENCSR000ARA,all,mad,-0.007213979959487915,0.0055862367153167725
D_BW_ENCSR000ARA,benign,std,-0.0094456555444917,0.015314447858219787
D_BW_ENCSR000ARA,benign,mad,-0.0014434456825256348,0.005702078342437744
D_BW_ENCSR564VIX,all,std,-0.01156209693257251,0.010013780710073885
D_BW_ENCSR564VIX,all,mad,-0.0038777291774749756,0.003410249948501587
D_BW_ENCSR564VIX,benign,std,-0.010437140070529843,0.015118460142080462
D_BW_ENCSR564VIX,benign,mad,-0.001321554183959961,0.0042803287506103516
D_BW_ENCSR000ARY,all,std,-0.019228255860744566,0.01448548230188907
D_BW_ENCSR000ARY,all,mad,-0.007243812084197998,0.006235182285308838
D_BW_ENCSR000ARY,benign,std,-0.013323407561547904,0.017654575276625818
D_BW_ENCSR000ARY,benign,mad,-0.002383589744567871,0.004827737808227539
D_BW_ENCSR000ARZ,all,std,-0.012287994617660586,0.0169115817360208
D_BW_ENCSR000ARZ,all,mad,-0.004074215888977051,0.007989466190338135
D_BW_ENCSR000ARZ,benign,std,-0.00826424984019792,0.013456391624062793
D_BW_ENCSR000ARZ,benign,mad,-0.001501321792602539,0.005543947219848633
D_BW_ENCSR741STU,all,std,-0.015894726375837775,0.01710449102651901
D_BW_ENCSR741STU,all,mad,-0.0058942437171936035,0.005935311317443848
D_BW_ENCSR741STU,benign,std,-0.011344119379435375,0.013552311972278134
D_BW_ENCSR741STU,benign,mad,-0.002731800079345703,0.0041620731353759766
D_BW_ENCSR350RYG,all,std,-0.011802224780829962,0.014295335569041561
D_BW_ENCSR350RYG,all,mad,-0.004346489906311035,0.006065011024475098
D_BW_ENCSR350RYG,benign,std,-0.010767117466999994,0.01737737020753064
D_BW_ENCSR350RYG,benign,mad,-0.00183868408203125,0.006573081016540527
D_BW_ENCSR784AQY,all,std,-0.014431292316278066,0.013314526588234519
D_BW_ENCSR784AQY,all,mad,-0.001620262861251831,0.0014552772045135498
D_BW_ENCSR784AQY,benign,std,-0.012446139446784969,0.018195683284898487
D_BW_ENCSR784AQY,benign,mad,-0.0020905733108520508,0.004331469535827637
D_BW_ENCSR460SEN,all,std,-0.026851009633037565,0.021179860635349972
D_BW_ENCSR460SEN,all,mad,-0.010360240936279297,0.007944285869598389
D_BW_ENCSR460SEN,benign,std,-0.013504328784348332,0.01743546952990404
D_BW_ENCSR460SEN,benign,mad,-0.004311800003051758,0.005876779556274414
D_BW_ENCSR052WRV,all,std,-0.0185871761910631,0.013643493195838048
D_BW_ENCSR052WRV,all,mad,-0.006485283374786377,0.004374265670776367
D_BW_ENCSR052WRV,benign,std,-0.009558783232692668,0.013821339892570794
