file_id,biosample_type,tissue,assay,strand,experiment_target,dataset
ENCSR678WMQ,primary cell,foreskin keratinocyte,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR452VLO_M,primary cell,foreskin keratinocyte,polyA plus RNA-seq,minus,none,encode_v3
ENCSR452VLO_P,primary cell,foreskin keratinocyte,polyA plus RNA-seq,plus,none,encode_v3
ENCSR672JUF_M,primary cell,foreskin keratinocyte,polyA plus RNA-seq,minus,none,encode_v3
ENCSR672JUF_P,primary cell,foreskin keratinocyte,polyA plus RNA-seq,plus,none,encode_v3
ENCSR434OBM,primary cell,foreskin melanocyte,DNase-seq,,none,encode_v3
ENCSR518JGY,primary cell,foreskin melanocyte,DNase-seq,,none,encode_v3
ENCSR227FYJ,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR693VHX,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR147GWR,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR230KKL,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR708IFN,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR324EPZ,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR505THJ,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR801FWU,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR050FLB,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR382VAU,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR972NUZ,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR350JZR,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR423AKG,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR481YGZ,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR152GST,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K9ac,encode_v3
ENCSR353LBX,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR571CSC,primary cell,foreskin melanocyte,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR634LOX_M,primary cell,foreskin melanocyte,polyA plus RNA-seq,minus,none,encode_v3
ENCSR634LOX_P,primary cell,foreskin melanocyte,polyA plus RNA-seq,plus,none,encode_v3
ENCSR697EYE_M,primary cell,foreskin melanocyte,polyA plus RNA-seq,minus,none,encode_v3
ENCSR697EYE_P,primary cell,foreskin melanocyte,polyA plus RNA-seq,plus,none,encode_v3
ENCSR878EUT_M,primary cell,glomerular endothelial cell,total RNA-seq,minus,none,encode_v3
ENCSR878EUT_P,primary cell,glomerular endothelial cell,total RNA-seq,plus,none,encode_v3
ENCSR785BDQ,primary cell,glomerular visceral epithelial cell,DNase-seq,,none,encode_v3
ENCSR000CUB_M,primary cell,hair follicle dermal papilla cell,total RNA-seq,minus,none,encode_v3
ENCSR000CUB_P,primary cell,hair follicle dermal papilla cell,total RNA-seq,plus,none,encode_v3
ENCSR680USE_M,primary cell,hair follicular keratinocyte,total RNA-seq,minus,none,encode_v3
ENCSR680USE_P,primary cell,hair follicular keratinocyte,total RNA-seq,plus,none,encode_v3
ENCSR000EJU,primary cell,hepatocyte,DNase-seq,,none,encode_v3
ENCSR039JPA,primary cell,immature natural killer cell,polyA plus RNA-seq,,none,encode_v3
ENCSR672OYP,primary cell,immature natural killer cell,polyA plus RNA-seq,,none,encode_v3
ENCSR701JXD,primary cell,immature natural killer cell,polyA plus RNA-seq,,none,encode_v3
ENCSR766TSI,primary cell,immature natural killer cell,polyA plus RNA-seq,,none,encode_v3
ENCSR963EVZ,primary cell,immature natural killer cell,polyA plus RNA-seq,,none,encode_v3
ENCSR972TMF,primary cell,immature natural killer cell,polyA plus RNA-seq,,none,encode_v3
ENCSR000ELH,primary cell,keratinocyte,DNase-seq,,none,encode_v3
ENCSR000ARL,primary cell,keratinocyte,Histone ChIP-seq,,H2AFZ,encode_v3
ENCSR000ALK,primary cell,keratinocyte,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR000DWW,primary cell,keratinocyte,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR000DWV,primary cell,keratinocyte,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR970FPM,primary cell,keratinocyte,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000ARM,primary cell,keratinocyte,Histone ChIP-seq,,H3K79me2,encode_v3
ENCSR000ARN,primary cell,keratinocyte,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR000DNC,primary cell,keratinocyte,TF ChIP-seq,,CTCF,encode_v3
ENCSR000CPJ_M,primary cell,keratinocyte,polyA plus RNA-seq,minus,none,encode_v3
ENCSR000CPJ_P,primary cell,keratinocyte,polyA plus RNA-seq,plus,none,encode_v3
ENCSR000CPK_M,primary cell,keratinocyte,polyA plus RNA-seq,minus,none,encode_v3
ENCSR000CPK_P,primary cell,keratinocyte,polyA plus RNA-seq,plus,none,encode_v3
ENCSR000EYT,primary cell,keratinocyte,polyA plus RNA-seq,,none,encode_v3
ENCSR270XRV_M,primary cell,keratinocyte,polyA plus RNA-seq,minus,none,encode_v3
ENCSR270XRV_P,primary cell,keratinocyte,polyA plus RNA-seq,plus,none,encode_v3
ENCSR988YKR,primary cell,kidney capillary endothelial cell,DNase-seq,,none,encode_v3
ENCSR000DVF,primary cell,kidney epithelial cell,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR000DVE,primary cell,kidney epithelial cell,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR000DVG,primary cell,kidney epithelial cell,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DVH,primary cell,kidney epithelial cell,TF ChIP-seq,,CTCF,encode_v3
ENCSR373BDG_M,primary cell,kidney epithelial cell,total RNA-seq,minus,none,encode_v3
ENCSR373BDG_P,primary cell,kidney epithelial cell,total RNA-seq,plus,none,encode_v3
ENCSR136KEL,primary cell,kidney glomerular epithelial cell,DNase-seq,,none,encode_v3
ENCSR175IWT,primary cell,kidney tubule cell,DNase-seq,,none,encode_v3
ENCSR257CIZ,primary cell,kidney tubule cell,DNase-seq,,none,encode_v3
ENCSR113OII,primary cell,luminal epithelial cell of mammary gland,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR212LIS,primary cell,luminal epithelial cell of mammary gland,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR293UEB,primary cell,luminal epithelial cell of mammary gland,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR529ECZ,primary cell,luminal epithelial cell of mammary gland,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR148SUU_M,primary cell,luminal epithelial cell of mammary gland,polyA plus RNA-seq,minus,none,encode_v3
ENCSR148SUU_P,primary cell,luminal epithelial cell of mammary gland,polyA plus RNA-seq,plus,none,encode_v3
ENCSR000AAP_M,primary cell,lung microvascular endothelial cell,total RNA-seq,minus,none,encode_v3
ENCSR000AAP_P,primary cell,lung microvascular endothelial cell,total RNA-seq,plus,none,encode_v3
ENCSR228VNQ,primary cell,mammary epithelial cell,DNase-seq,,none,encode_v3
ENCSR000ARF,primary cell,mammary epithelial cell,Histone ChIP-seq,,H2AFZ,encode_v3
ENCSR000ALW,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR000ALX,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR134HVI,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR000ALY,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR597RXT,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR000AMJ,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR521FND,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR000AMK,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me2,encode_v3
ENCSR000AML,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DUQ,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR016JWS,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR807YQE,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000ASB,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K79me2,encode_v3
ENCSR000ARG,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR668GKQ,primary cell,mammary epithelial cell,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR000AMM,primary cell,mammary epithelial cell,Histone ChIP-seq,,H4K20me1,encode_v3
ENCSR000DUS,primary cell,mammary epithelial cell,TF ChIP-seq,,CTCF,encode_v3
ENCSR000ARE,primary cell,mammary epithelial cell,TF ChIP-seq,,EZH2,encode_v3
ENCSR000COX_M,primary cell,mammary epithelial cell,polyA plus RNA-seq,minus,none,encode_v3
ENCSR000COX_P,primary cell,mammary epithelial cell,polyA plus RNA-seq,plus,none,encode_v3
ENCSR860HAA_M,primary cell,mammary epithelial cell,polyA plus RNA-seq,minus,none,encode_v3
ENCSR860HAA_P,primary cell,mammary epithelial cell,polyA plus RNA-seq,plus,none,encode_v3
ENCSR000CUN_M,primary cell,mammary epithelial cell,total RNA-seq,minus,none,encode_v3
ENCSR000CUN_P,primary cell,mammary epithelial cell,total RNA-seq,plus,none,encode_v3
ENCSR020YQE_M,primary cell,mammary epithelial cell,total RNA-seq,minus,none,encode_v3
ENCSR020YQE_P,primary cell,mammary epithelial cell,total RNA-seq,plus,none,encode_v3
ENCSR815UVL_M,primary cell,mammary microvascular endothelial cell,total RNA-seq,minus,none,encode_v3
ENCSR815UVL_P,primary cell,mammary microvascular endothelial cell,total RNA-seq,plus,none,encode_v3
ENCSR635XBA,primary cell,mammary stem cell,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR433YBD_M,primary cell,mammary stem cell,polyA plus RNA-seq,minus,none,encode_v3
ENCSR433YBD_P,primary cell,mammary stem cell,polyA plus RNA-seq,plus,none,encode_v3
ENCSR000CUQ_M,primary cell,melanocyte of skin,total RNA-seq,minus,none,encode_v3
ENCSR000CUQ_P,primary cell,melanocyte of skin,total RNA-seq,plus,none,encode_v3
ENCSR000CUR_M,primary cell,melanocyte of skin,total RNA-seq,minus,none,encode_v3
ENCSR000CUR_P,primary cell,melanocyte of skin,total RNA-seq,plus,none,encode_v3
ENCSR198TKA_M,primary cell,mesangial cell,total RNA-seq,minus,none,encode_v3
ENCSR198TKA_P,primary cell,mesangial cell,total RNA-seq,plus,none,encode_v3
ENCSR262VXI,primary cell,mesenchymal stem cell,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR555QHZ,primary cell,mesenchymal stem cell,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR196LEI,primary cell,mesenchymal stem cell,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR004AKD,primary cell,mesenchymal stem cell,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR006GPM,primary cell,mesenchymal stem cell,Histone ChIP-seq,,H3K9ac,encode_v3
ENCSR439EHQ,primary cell,mesenchymal stem cell,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR000CUO_M,primary cell,mesenchymal stem cell of Wharton's jelly,total RNA-seq,minus,none,encode_v3
ENCSR000CUO_P,primary cell,mesenchymal stem cell of Wharton's jelly,total RNA-seq,plus,none,encode_v3
ENCSR000CTZ_M,primary cell,mesenchymal stem cell of adipose,total RNA-seq,minus,none,encode_v3
ENCSR000CTZ_P,primary cell,mesenchymal stem cell of adipose,total RNA-seq,plus,none,encode_v3
ENCSR000CUD_M,primary cell,mesenchymal stem cell of the bone marrow,total RNA-seq,minus,none,encode_v3
ENCSR000CUD_P,primary cell,mesenchymal stem cell of the bone marrow,total RNA-seq,plus,none,encode_v3
ENCSR000EXW,primary cell,mononuclear cell,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR000EXV,primary cell,mononuclear cell,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR000EXT,primary cell,mononuclear cell,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000EXU,primary cell,mononuclear cell,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR000CUT_M,primary cell,mononuclear cell,total RNA-seq,minus,none,encode_v3
ENCSR000CUT_P,primary cell,mononuclear cell,total RNA-seq,plus,none,encode_v3
ENCSR517CFV,primary cell,myoepithelial cell of mammary gland,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR636FCX,primary cell,myoepithelial cell of mammary gland,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR160CPS,primary cell,myoepithelial cell of mammary gland,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR557OPY,primary cell,myoepithelial cell of mammary gland,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR089NBT,primary cell,myoepithelial cell of mammary gland,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR813ULW,primary cell,myoepithelial cell of mammary gland,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR177QXA,primary cell,myoepithelial cell of mammary gland,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR287YDU,primary cell,myoepithelial cell of mammary gland,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR175HIV,primary cell,myoepithelial cell of mammary gland,Histone ChIP-seq,,H3K9ac,encode_v3
ENCSR365DWX,primary cell,myoepithelial cell of mammary gland,Histone ChIP-seq,,H3K9ac,encode_v3
ENCSR207JOI,primary cell,myoepithelial cell of mammary gland,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR241PXI,primary cell,myoepithelial cell of mammary gland,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR224HFZ_M,primary cell,myoepithelial cell of mammary gland,polyA plus RNA-seq,minus,none,encode_v3
ENCSR224HFZ_P,primary cell,myoepithelial cell of mammary gland,polyA plus RNA-seq,plus,none,encode_v3
ENCSR371VGV_M,primary cell,myometrial cell,total RNA-seq,minus,none,encode_v3
ENCSR371VGV_P,primary cell,myometrial cell,total RNA-seq,plus,none,encode_v3
ENCSR307FAG,primary cell,naive B cell,polyA plus RNA-seq,,none,encode_v3
ENCSR363BVN,primary cell,naive B cell,polyA plus RNA-seq,,none,encode_v3
ENCSR416UGB,primary cell,naive B cell,polyA plus RNA-seq,,none,encode_v3
ENCSR783SSV,primary cell,naive B cell,polyA plus RNA-seq,,none,encode_v3
ENCSR804NGX,primary cell,naive B cell,polyA plus RNA-seq,,none,encode_v3
ENCSR936COT,primary cell,naive B cell,polyA plus RNA-seq,,none,encode_v3
ENCSR000EML,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",DNase-seq,,none,encode_v3
ENCSR674VPA,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR218HDF,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR485URZ,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR637IOH,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR198YHG,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR605SXJ,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR716CWA,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR351SZH,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR430ULY,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR657SQM,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR098ALO,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR161XBV,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR224LFY,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR229QYR,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR276ZSL,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR038QZA,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",polyA plus RNA-seq,,none,encode_v3
ENCSR042SVA,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",polyA plus RNA-seq,,none,encode_v3
ENCSR092KKW,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",polyA plus RNA-seq,,none,encode_v3
ENCSR108XUM,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",polyA plus RNA-seq,,none,encode_v3
ENCSR596AQY,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",polyA plus RNA-seq,,none,encode_v3
ENCSR755ARW,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",polyA plus RNA-seq,,none,encode_v3
ENCSR911XSA_M,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",total RNA-seq,minus,none,encode_v3
ENCSR911XSA_P,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",total RNA-seq,plus,none,encode_v3
ENCSR956ZVR_M,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",total RNA-seq,minus,none,encode_v3
ENCSR956ZVR_P,primary cell,"naive thymus-derived CD4-positive, alpha-beta T cell",total RNA-seq,plus,none,encode_v3
ENCSR152BBF,primary cell,"naive thymus-derived CD8-positive, alpha-beta T cell",polyA plus RNA-seq,,none,encode_v3
ENCSR159UIB,primary cell,"naive thymus-derived CD8-positive, alpha-beta T cell",polyA plus RNA-seq,,none,encode_v3
ENCSR167NUS,primary cell,"naive thymus-derived CD8-positive, alpha-beta T cell",polyA plus RNA-seq,,none,encode_v3
ENCSR211CKX,primary cell,"naive thymus-derived CD8-positive, alpha-beta T cell",polyA plus RNA-seq,,none,encode_v3
ENCSR230KVL,primary cell,"naive thymus-derived CD8-positive, alpha-beta T cell",polyA plus RNA-seq,,none,encode_v3
ENCSR585DJN,primary cell,"naive thymus-derived CD8-positive, alpha-beta T cell",polyA plus RNA-seq,,none,encode_v3
ENCSR473XAP_M,primary cell,"naive thymus-derived CD8-positive, alpha-beta T cell",total RNA-seq,minus,none,encode_v3
ENCSR473XAP_P,primary cell,"naive thymus-derived CD8-positive, alpha-beta T cell",total RNA-seq,plus,none,encode_v3
ENCSR692DIM_M,primary cell,"naive thymus-derived CD8-positive, alpha-beta T cell",total RNA-seq,minus,none,encode_v3
ENCSR692DIM_P,primary cell,"naive thymus-derived CD8-positive, alpha-beta T cell",total RNA-seq,plus,none,encode_v3
ENCSR000AAL_M,primary cell,nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa,total RNA-seq,minus,none,encode_v3
ENCSR000AAL_P,primary cell,nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa,total RNA-seq,plus,none,encode_v3
ENCSR704HNG,primary cell,natural killer cell,DNase-seq,,none,encode_v3
ENCSR718AAB,primary cell,natural killer cell,DNase-seq,,none,encode_v3
ENCSR723JLG,primary cell,natural killer cell,DNase-seq,,none,encode_v3
ENCSR391EQV,primary cell,natural killer cell,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR939JZW,primary cell,natural killer cell,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR519SOC,primary cell,natural killer cell,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR963TKB,primary cell,natural killer cell,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR570AUC,primary cell,natural killer cell,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR021FSY,primary cell,natural killer cell,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR379WXM,primary cell,neurosphere,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR028IND,primary cell,neurosphere,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR438ZIS,primary cell,neurosphere,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR444TQQ,primary cell,neurosphere,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR671WZX,primary cell,neurosphere,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR955OBN,primary cell,neurosphere,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR039LLX,primary cell,neurosphere,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR127MFA,primary cell,neurosphere,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR426CZM,primary cell,neurosphere,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR765SCM,primary cell,neurosphere,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR815VLQ,primary cell,neurosphere,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR100QDR,primary cell,neurosphere,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR409RGJ,primary cell,neurosphere,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR453XEY,primary cell,neurosphere,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR512CSM,primary cell,neurosphere,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR727TQS,primary cell,neurosphere,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR103HMP,primary cell,neurosphere,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR130PLZ,primary cell,neurosphere,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR293MTQ,primary cell,neurosphere,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR957CYJ,primary cell,neurosphere,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR393HDC,primary cell,neurosphere,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR568OLP,primary cell,neurosphere,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR577CDW,primary cell,neurosphere,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR694PCO,primary cell,neurosphere,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR741FTW,primary cell,neurosphere,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR043KVA_M,primary cell,neurosphere,polyA plus RNA-seq,minus,none,encode_v3
ENCSR043KVA_P,primary cell,neurosphere,polyA plus RNA-seq,plus,none,encode_v3
ENCSR051GPK_M,primary cell,neurosphere,polyA plus RNA-seq,minus,none,encode_v3
ENCSR051GPK_P,primary cell,neurosphere,polyA plus RNA-seq,plus,none,encode_v3
ENCSR256YHI_M,primary cell,neurosphere,polyA plus RNA-seq,minus,none,encode_v3
ENCSR256YHI_P,primary cell,neurosphere,polyA plus RNA-seq,plus,none,encode_v3
ENCSR267YXV,primary cell,neutrophil,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR058FCG,primary cell,neutrophil,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR254XTB,primary cell,neutrophil,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR072QBN,primary cell,neutrophil,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR373WCB,primary cell,neutrophil,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR586POT,primary cell,neutrophil,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR826VJY,primary cell,neutrophil,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR393SYU,primary cell,neutrophil,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR434AFF,primary cell,neutrophil,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR437MHW,primary cell,neutrophil,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR524RIH,primary cell,neutrophil,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR785YRL,primary cell,neutrophil,TF ChIP-seq,,CTCF,encode_v3
ENCSR000ELJ,primary cell,osteoblast,DNase-seq,,none,encode_v3
ENCSR000APG,primary cell,osteoblast,Histone ChIP-seq,,H2AFZ,encode_v3
ENCSR000APH,primary cell,osteoblast,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR000AQS,primary cell,osteoblast,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR000API,primary cell,osteoblast,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR000APJ,primary cell,osteoblast,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR000APK,primary cell,osteoblast,Histone ChIP-seq,,H3K4me2,encode_v3
ENCSR000ATH,primary cell,osteoblast,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000ASG,primary cell,osteoblast,Histone ChIP-seq,,H3K79me2,encode_v3
ENCSR000APL,primary cell,osteoblast,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR000AQT,primary cell,osteoblast,Histone ChIP-seq,,H4K20me1,encode_v3
ENCSR000CUF_M,primary cell,osteoblast,total RNA-seq,minus,none,encode_v3
ENCSR000CUF_P,primary cell,osteoblast,total RNA-seq,plus,none,encode_v3
ENCSR362HMX_M,primary cell,pericardium fibroblast,total RNA-seq,minus,none,encode_v3
ENCSR362HMX_P,primary cell,pericardium fibroblast,total RNA-seq,plus,none,encode_v3
ENCSR105EMQ,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR156XNC,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR615HXA,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR390SFH,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR442BHP,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR553XBX,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR866UQO,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR162MGR,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR449SFZ,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR692DOM,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR992ODD,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR336ZSZ,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR420EWO,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR482QXO,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR206JRX,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR275EAG,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR368YPC,primary cell,peripheral blood mononuclear cell,Histone ChIP-seq,,H3K4me3,encode_v3
