file_id,biosample_type,tissue,assay,strand,experiment_target,dataset
kai1,single_cell,A Cardiomyocyte,ATAC-seq,,,catlas
kai2,single_cell,Acinar,ATAC-seq,,,catlas
kai3,single_cell,Adipocyte,ATAC-seq,,,catlas
kai4,single_cell,Airway Goblet,ATAC-seq,,,catlas
kai5,single_cell,Alpha 1,ATAC-seq,,,catlas
kai6,single_cell,Alpha 2,ATAC-seq,,,catlas
kai7,single_cell,Alveolar Cap Endo,ATAC-seq,,,catlas
kai8,single_cell,Alveolar Type 1,ATAC-seq,,,catlas
kai10,single_cell,Alveolar Type 2,ATAC-seq,,,catlas
kai9,single_cell,Alveolar Type 2 (Immune),ATAC-seq,,,catlas
kai11,single_cell,Astrocyte 1,ATAC-seq,,,catlas
kai12,single_cell,Astrocyte 2,ATAC-seq,,,catlas
kai13,single_cell,BBB Endothelial,ATAC-seq,,,catlas
kai14,single_cell,Beta 1,ATAC-seq,,,catlas
kai15,single_cell,Beta 2,ATAC-seq,,,catlas
kai16,single_cell,Cardiac Fibroblast,ATAC-seq,,,catlas
kai17,single_cell,Cardiac Pericyte 1,ATAC-seq,,,catlas
kai18,single_cell,Cardiac Pericyte 2,ATAC-seq,,,catlas
kai19,single_cell,Cardiac Pericyte 3,ATAC-seq,,,catlas
kai20,single_cell,Cardiac Pericyte 4,ATAC-seq,,,catlas
kai21,single_cell,Chief,ATAC-seq,,,catlas
kai22,single_cell,Cilliated,ATAC-seq,,,catlas
kai23,single_cell,Club,ATAC-seq,,,catlas
kai24,single_cell,Colon Epithelial 1,ATAC-seq,,,catlas
kai25,single_cell,Colon Epithelial 2,ATAC-seq,,,catlas
kai26,single_cell,Colon Epithelial 3,ATAC-seq,,,catlas
kai27,single_cell,Colon Goblet,ATAC-seq,,,catlas
kai28,single_cell,Cortical Epithelial,ATAC-seq,,,catlas
kai29,single_cell,Delta+Gamma,ATAC-seq,,,catlas
kai30,single_cell,Ductal,ATAC-seq,,,catlas
kai31,single_cell,Endocardial,ATAC-seq,,,catlas
kai32,single_cell,Endothelial Exocrine,ATAC-seq,,,catlas
kai33,single_cell,Endothelial General 1,ATAC-seq,,,catlas
kai34,single_cell,Endothelial General 2,ATAC-seq,,,catlas
kai35,single_cell,Endothelial General 3,ATAC-seq,,,catlas
kai36,single_cell,Endothelial Myocardial,ATAC-seq,,,catlas
kai37,single_cell,Enteric Neuron,ATAC-seq,,,catlas
kai38,single_cell,Enterochromaffin,ATAC-seq,,,catlas
kai39,single_cell,Enterocyte,ATAC-seq,,,catlas
kai40,single_cell,Esophageal Epithelial,ATAC-seq,,,catlas
kai41,single_cell,Fasciculata,ATAC-seq,,,catlas
kai42,single_cell,Fetal A Cardiomyocyte,ATAC-seq,,,catlas
kai43,single_cell,Fetal Acinar 1,ATAC-seq,,,catlas
kai44,single_cell,Fetal Acinar 2,ATAC-seq,,,catlas
kai45,single_cell,Fetal Adrenal Cortical,ATAC-seq,,,catlas
kai46,single_cell,Fetal Adrenal Neuron,ATAC-seq,,,catlas
kai47,single_cell,Fetal Alveolar Cap Endo,ATAC-seq,,,catlas
kai48,single_cell,Fetal Alveolar Epithelial 1,ATAC-seq,,,catlas
kai49,single_cell,Fetal Alveolar Epithelial 2,ATAC-seq,,,catlas
kai50,single_cell,Fetal Astrocyte 1,ATAC-seq,,,catlas
kai51,single_cell,Fetal Astrocyte 2,ATAC-seq,,,catlas
kai52,single_cell,Fetal Astrocyte 3,ATAC-seq,,,catlas
kai53,single_cell,Fetal Astrocyte 4,ATAC-seq,,,catlas
kai54,single_cell,Fetal Astrocyte 5,ATAC-seq,,,catlas
kai55,single_cell,Fetal B Lymphocyte 1 (SPIB+),ATAC-seq,,,catlas
kai56,single_cell,Fetal B Lymphocyte 2 (CXCR5+),ATAC-seq,,,catlas
kai57,single_cell,Fetal B Lymphocyte 3 (NPY+),ATAC-seq,,,catlas
kai58,single_cell,Fetal Cardiac Fibroblast,ATAC-seq,,,catlas
kai59,single_cell,Fetal Cholangiocyte,ATAC-seq,,,catlas
kai60,single_cell,Fetal Chromaffin,ATAC-seq,,,catlas
kai61,single_cell,Fetal Cilliated,ATAC-seq,,,catlas
kai62,single_cell,Fetal Ductal,ATAC-seq,,,catlas
kai63,single_cell,Fetal Endocardial,ATAC-seq,,,catlas
kai64,single_cell,Fetal Endothelial General 1,ATAC-seq,,,catlas
kai65,single_cell,Fetal Endothelial General 2,ATAC-seq,,,catlas
kai66,single_cell,Fetal Endothelial General 3,ATAC-seq,,,catlas
kai67,single_cell,Fetal Endothelial Hepatic 1,ATAC-seq,,,catlas
kai68,single_cell,Fetal Endothelial Hepatic 2,ATAC-seq,,,catlas
kai69,single_cell,Fetal Endothelial Placental,ATAC-seq,,,catlas
kai70,single_cell,Fetal Enteric Glia,ATAC-seq,,,catlas
kai71,single_cell,Fetal Enteric Neuron,ATAC-seq,,,catlas
kai72,single_cell,Fetal Enterocyte 1,ATAC-seq,,,catlas
kai73,single_cell,Fetal Enterocyte 2,ATAC-seq,,,catlas
kai74,single_cell,Fetal Enterocyte 3,ATAC-seq,,,catlas
kai75,single_cell,Fetal Enteroendocrine,ATAC-seq,,,catlas
kai76,single_cell,Fetal Erythroblast 1,ATAC-seq,,,catlas
kai77,single_cell,Fetal Erythroblast 2,ATAC-seq,,,catlas
kai78,single_cell,Fetal Erythroblast 3,ATAC-seq,,,catlas
kai79,single_cell,Fetal Erythroblast 4,ATAC-seq,,,catlas
kai80,single_cell,Fetal Erythroblast 5,ATAC-seq,,,catlas
kai81,single_cell,Fetal Excitatory Neuron 1,ATAC-seq,,,catlas
kai82,single_cell,Fetal Excitatory Neuron 10,ATAC-seq,,,catlas
kai83,single_cell,Fetal Excitatory Neuron 11,ATAC-seq,,,catlas
kai84,single_cell,Fetal Excitatory Neuron 12,ATAC-seq,,,catlas
kai85,single_cell,Fetal Excitatory Neuron 2,ATAC-seq,,,catlas
kai86,single_cell,Fetal Excitatory Neuron 3,ATAC-seq,,,catlas
kai87,single_cell,Fetal Excitatory Neuron 4,ATAC-seq,,,catlas
kai88,single_cell,Fetal Excitatory Neuron 5,ATAC-seq,,,catlas
kai89,single_cell,Fetal Excitatory Neuron 6,ATAC-seq,,,catlas
kai90,single_cell,Fetal Excitatory Neuron 7,ATAC-seq,,,catlas
kai91,single_cell,Fetal Excitatory Neuron 8,ATAC-seq,,,catlas
kai92,single_cell,Fetal Excitatory Neuron 9,ATAC-seq,,,catlas
kai93,single_cell,Fetal Extravillous Trophoblast,ATAC-seq,,,catlas
kai94,single_cell,Fetal Fibro GI,ATAC-seq,,,catlas
kai95,single_cell,Fetal Fibro General 1,ATAC-seq,,,catlas
kai96,single_cell,Fetal Fibro General 2,ATAC-seq,,,catlas
kai97,single_cell,Fetal Fibro General 3,ATAC-seq,,,catlas
kai98,single_cell,Fetal Fibro General 4,ATAC-seq,,,catlas
kai99,single_cell,Fetal Fibro General 5,ATAC-seq,,,catlas
kai100,single_cell,Fetal Fibro Muscle 1,ATAC-seq,,,catlas
kai101,single_cell,Fetal Fibro Placental 1,ATAC-seq,,,catlas
kai102,single_cell,Fetal Fibro Placental 2,ATAC-seq,,,catlas
kai103,single_cell,Fetal Fibro Splenic,ATAC-seq,,,catlas
kai104,single_cell,Fetal Gastri Goblet,ATAC-seq,,,catlas
kai105,single_cell,Fetal Goblet,ATAC-seq,,,catlas
kai106,single_cell,Fetal Hematopoeitic Stem,ATAC-seq,,,catlas
kai107,single_cell,Fetal Hepatoblast,ATAC-seq,,,catlas
kai108,single_cell,Fetal Inhibitory Neuron 1,ATAC-seq,,,catlas
kai109,single_cell,Fetal Inhibitory Neuron 2,ATAC-seq,,,catlas
kai110,single_cell,Fetal Inhibitory Neuron 3,ATAC-seq,,,catlas
kai111,single_cell,Fetal Inhibitory Neuron 4,ATAC-seq,,,catlas
kai112,single_cell,Fetal Inhibitory Neuron 5,ATAC-seq,,,catlas
kai113,single_cell,Fetal Islet,ATAC-seq,,,catlas
kai114,single_cell,Fetal Lymphatic,ATAC-seq,,,catlas
kai115,single_cell,Fetal Macrophage General 1,ATAC-seq,,,catlas
kai116,single_cell,Fetal Macrophage General 2,ATAC-seq,,,catlas
kai117,single_cell,Fetal Macrophage General 3,ATAC-seq,,,catlas
kai118,single_cell,Fetal Macrophage General 4,ATAC-seq,,,catlas
kai119,single_cell,Fetal Macrophage Hepatic 1,ATAC-seq,,,catlas
kai120,single_cell,Fetal Macrophage Hepatic 2,ATAC-seq,,,catlas
kai121,single_cell,Fetal Macrophage Hepatic 3,ATAC-seq,,,catlas
kai122,single_cell,Fetal Macrophage Placental,ATAC-seq,,,catlas
kai123,single_cell,Fetal Megakaryocyte,ATAC-seq,,,catlas
kai124,single_cell,Fetal Mesangial 1,ATAC-seq,,,catlas
kai125,single_cell,Fetal Mesangial 2,ATAC-seq,,,catlas
kai126,single_cell,Fetal Mesothelial,ATAC-seq,,,catlas
kai127,single_cell,Fetal Metanephric,ATAC-seq,,,catlas
kai128,single_cell,Fetal Oligo Progenitor 2,ATAC-seq,,,catlas
kai129,single_cell,Fetal Parietal+Chief,ATAC-seq,,,catlas
kai130,single_cell,Fetal Photoreceptor,ATAC-seq,,,catlas
kai131,single_cell,Fetal Placental Neuron,ATAC-seq,,,catlas
kai132,single_cell,Fetal Pulmonary Neuroendocrine,ATAC-seq,,,catlas
kai133,single_cell,Fetal Retinal Neuron,ATAC-seq,,,catlas
kai134,single_cell,Fetal Retinal Pigment,ATAC-seq,,,catlas
kai135,single_cell,Fetal Retinal Progenitor 1,ATAC-seq,,,catlas
kai136,single_cell,Fetal Retinal Progenitor 2,ATAC-seq,,,catlas
kai137,single_cell,Fetal Satellite 1,ATAC-seq,,,catlas
kai138,single_cell,Fetal Satellite 2,ATAC-seq,,,catlas
kai139,single_cell,Fetal Schwann General,ATAC-seq,,,catlas
kai140,single_cell,Fetal Skeletal Myocyte 1,ATAC-seq,,,catlas
kai141,single_cell,Fetal Skeletal Myocyte 2,ATAC-seq,,,catlas
kai142,single_cell,Fetal Skeletal Myocyte 3,ATAC-seq,,,catlas
kai143,single_cell,Fetal Stellate,ATAC-seq,,,catlas
kai144,single_cell,Fetal Sympathoblast,ATAC-seq,,,catlas
kai145,single_cell,Fetal Syncitio+Cytotrophoblast,ATAC-seq,,,catlas
kai146,single_cell,Fetal T Lymphocyte 1 (CD4+),ATAC-seq,,,catlas
kai147,single_cell,Fetal T Lymphocyte 2 (Cytotoxic),ATAC-seq,,,catlas
kai148,single_cell,Fetal T Lymphocyte 3 (IL2+),ATAC-seq,,,catlas
kai149,single_cell,Fetal T Lymphocyte 4 (FASLG+),ATAC-seq,,,catlas
kai150,single_cell,Fetal Thymocyte,ATAC-seq,,,catlas
kai151,single_cell,Fetal Ureteric Bud,ATAC-seq,,,catlas
kai152,single_cell,Fetal V Cardiomyocyte,ATAC-seq,,,catlas
kai153,single_cell,Fibro Epithelial,ATAC-seq,,,catlas
kai154,single_cell,Fibro GI,ATAC-seq,,,catlas
kai155,single_cell,Fibro General,ATAC-seq,,,catlas
kai156,single_cell,Fibro Liver Adrenal,ATAC-seq,,,catlas
kai157,single_cell,Fibro Muscle,ATAC-seq,,,catlas
kai158,single_cell,Fibro Nerve,ATAC-seq,,,catlas
kai159,single_cell,Follicular,ATAC-seq,,,catlas
kai160,single_cell,Foveolar,ATAC-seq,,,catlas
kai161,single_cell,GABA 1,ATAC-seq,,,catlas
kai162,single_cell,GABA 2,ATAC-seq,,,catlas
kai163,single_cell,Gastric Neuroendocrine,ATAC-seq,,,catlas
kai164,single_cell,Glomerulosa,ATAC-seq,,,catlas
kai165,single_cell,Glutamatergic 1,ATAC-seq,,,catlas
kai166,single_cell,Glutamatergic 2,ATAC-seq,,,catlas
kai167,single_cell,Hepatocyte,ATAC-seq,,,catlas
kai168,single_cell,Keratinocyte 1,ATAC-seq,,,catlas
kai169,single_cell,Keratinocyte 2,ATAC-seq,,,catlas
kai170,single_cell,Luteal,ATAC-seq,,,catlas
kai171,single_cell,Lymphatic,ATAC-seq,,,catlas
kai172,single_cell,Macrophage Gen or Alv,ATAC-seq,,,catlas
kai173,single_cell,Macrophage General,ATAC-seq,,,catlas
kai174,single_cell,Mammary Basal Epi,ATAC-seq,,,catlas
kai175,single_cell,Mammary Epithelial,ATAC-seq,,,catlas
kai176,single_cell,Mammary Luminal Epi 1,ATAC-seq,,,catlas
kai177,single_cell,Mammary Luminal Epi 2,ATAC-seq,,,catlas
kai178,single_cell,Mast,ATAC-seq,,,catlas
kai179,single_cell,Melanocyte,ATAC-seq,,,catlas
kai180,single_cell,Memory B,ATAC-seq,,,catlas
kai181,single_cell,Mesothelial,ATAC-seq,,,catlas
kai182,single_cell,Microglia,ATAC-seq,,,catlas
kai183,single_cell,Myoepithelial,ATAC-seq,,,catlas
kai184,single_cell,Naive T,ATAC-seq,,,catlas
kai185,single_cell,Natural Killer T,ATAC-seq,,,catlas
kai186,single_cell,Nerve Stromal,ATAC-seq,,,catlas
kai187,single_cell,Oligo Precursor,ATAC-seq,,,catlas
kai188,single_cell,Oligodendrocyte,ATAC-seq,,,catlas
kai189,single_cell,Paneth,ATAC-seq,,,catlas
kai190,single_cell,Parietal,ATAC-seq,,,catlas
kai191,single_cell,Pericyte General 1,ATAC-seq,,,catlas
kai192,single_cell,Pericyte General 2,ATAC-seq,,,catlas
kai193,single_cell,Pericyte General 3,ATAC-seq,,,catlas
kai194,single_cell,Pericyte General 4,ATAC-seq,,,catlas
kai195,single_cell,Pericyte Muscularis,ATAC-seq,,,catlas
kai196,single_cell,Plasma B,ATAC-seq,,,catlas
kai197,single_cell,SI Goblet,ATAC-seq,,,catlas
kai198,single_cell,Satellite,ATAC-seq,,,catlas
kai199,single_cell,Schwann General,ATAC-seq,,,catlas
kai200,single_cell,Skin Basal Epidermal,ATAC-seq,,,catlas
kai201,single_cell,Skin Eccrine Epidermal,ATAC-seq,,,catlas
kai202,single_cell,Skin Granular Epidermal,ATAC-seq,,,catlas
kai203,single_cell,Sm Ms Colon 1,ATAC-seq,,,catlas
kai204,single_cell,Sm Ms Colon 2,ATAC-seq,,,catlas
kai205,single_cell,Sm Ms GE junction,ATAC-seq,,,catlas
kai206,single_cell,Sm Ms GI,ATAC-seq,,,catlas
kai207,single_cell,Sm Ms General,ATAC-seq,,,catlas
kai208,single_cell,Sm Ms Mucosal,ATAC-seq,,,catlas
kai209,single_cell,Sm Ms Muscularis 1,ATAC-seq,,,catlas
kai210,single_cell,Sm Ms Muscularis 2,ATAC-seq,,,catlas
kai211,single_cell,Sm Ms Muscularis 3,ATAC-seq,,,catlas
kai212,single_cell,Sm Ms Uterine,ATAC-seq,,,catlas
kai213,single_cell,Sm Ms Vaginal,ATAC-seq,,,catlas
kai214,single_cell,T Lymphocyte 1 (CD8+),ATAC-seq,,,catlas
kai215,single_cell,T lymphocyte 2 (CD4+),ATAC-seq,,,catlas
kai216,single_cell,Transitional Cortical,ATAC-seq,,,catlas
kai217,single_cell,Tuft,ATAC-seq,,,catlas
kai218,single_cell,Type I Skeletal Myocyte,ATAC-seq,,,catlas
kai219,single_cell,Type II Skeletal Myocyte,ATAC-seq,,,catlas
kai220,single_cell,V Cardiomyocyte,ATAC-seq,,,catlas
kai221,single_cell,Vasc Sm Muscle 1,ATAC-seq,,,catlas
kai222,single_cell,Vasc Sm Muscle 2,ATAC-seq,,,catlas
ENCSR391NPE,cell line,22Rv1,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR777CQW,cell line,22Rv1,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR847XGE,cell line,22Rv1,TF ChIP-seq,,CTCF,encode_v3
ENCSR857PBV,cell line,22Rv1,TF ChIP-seq,,CTCF,encode_v3
ENCSR246MLJ,cell line,22Rv1,TF ChIP-seq,,ZFX,encode_v3
ENCSR932KWJ,cell line,A172,DNase-seq,,none,encode_v3
ENCSR580GSX_M,cell line,A172,total RNA-seq,minus,none,encode_v3
ENCSR580GSX_P,cell line,A172,total RNA-seq,plus,none,encode_v3
ENCSR504VXC_M,cell line,A375,total RNA-seq,minus,none,encode_v3
ENCSR504VXC_P,cell line,A375,total RNA-seq,plus,none,encode_v3
ENCSR000ELW,cell line,A549,DNase-seq,,none,encode_v3
ENCSR000AUH,cell line,A549,Histone ChIP-seq,,H2AFZ,encode_v3
ENCSR000AUI,cell line,A549,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR000AVF,cell line,A549,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR000AUK,cell line,A549,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR000AUM,cell line,A549,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR000AVI,cell line,A549,Histone ChIP-seq,,H3K4me2,encode_v3
ENCSR000ASH,cell line,A549,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000AST,cell line,A549,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DPD,cell line,A549,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000ATP,cell line,A549,Histone ChIP-seq,,H3K79me2,encode_v3
ENCSR000ASV,cell line,A549,Histone ChIP-seq,,H3K9ac,encode_v3
ENCSR000AUN,cell line,A549,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR000AUO,cell line,A549,Histone ChIP-seq,,H4K20me1,encode_v3
ENCSR000BPS,cell line,A549,TF ChIP-seq,,ATF3,encode_v3
ENCSR000BQH,cell line,A549,TF ChIP-seq,,BCL3,encode_v3
ENCSR469WAO,cell line,A549,TF ChIP-seq,,CBX2,encode_v3
ENCSR000DYI,cell line,A549,TF ChIP-seq,,CEBPB,encode_v3
ENCSR550SCU,cell line,A549,TF ChIP-seq,,CHD4,encode_v3
ENCSR000BRA,cell line,A549,TF ChIP-seq,,CREB1,encode_v3
ENCSR000BRC,cell line,A549,TF ChIP-seq,,CREB1,encode_v3
ENCSR000AUE,cell line,A549,TF ChIP-seq,,CTCF,encode_v3
ENCSR000DNA,cell line,A549,TF ChIP-seq,,CTCF,encode_v3
ENCSR000DYD,cell line,A549,TF ChIP-seq,,CTCF,encode_v3
ENCSR321BJQ,cell line,A549,TF ChIP-seq,,EHMT2,encode_v3
ENCSR000BPT,cell line,A549,TF ChIP-seq,,ELF1,encode_v3
ENCSR623KNM,cell line,A549,TF ChIP-seq,,ELK1,encode_v3
ENCSR473SUA,cell line,A549,TF ChIP-seq,,ESRRA,encode_v3
ENCSR000BPU,cell line,A549,TF ChIP-seq,,ETS1,encode_v3
ENCSR000BQO,cell line,A549,TF ChIP-seq,,FOSL2,encode_v3
ENCSR000BPX,cell line,A549,TF ChIP-seq,,FOXA1,encode_v3
ENCSR000BRD,cell line,A549,TF ChIP-seq,,FOXA1,encode_v3
ENCSR000BPY,cell line,A549,TF ChIP-seq,,GABPA,encode_v3
ENCSR659LJJ,cell line,A549,TF ChIP-seq,,HDAC2,encode_v3
ENCSR996DUT,cell line,A549,TF ChIP-seq,,JUN,encode_v3
ENCSR000BRF,cell line,A549,TF ChIP-seq,,JUND,encode_v3
ENCSR639GWS,cell line,A549,TF ChIP-seq,,KDM1A,encode_v3
ENCSR933MHJ,cell line,A549,TF ChIP-seq,,KDM5A,encode_v3
ENCSR541WQI,cell line,A549,TF ChIP-seq,,MAFK,encode_v3
ENCSR636YLV,cell line,A549,TF ChIP-seq,,MAZ,encode_v3
ENCSR000DYC,cell line,A549,TF ChIP-seq,,MYC,encode_v3
ENCSR584GHV,cell line,A549,TF ChIP-seq,,NFE2L2,encode_v3
ENCSR000BHE,cell line,A549,TF ChIP-seq,,NR3C1,encode_v3
ENCSR000BHF,cell line,A549,TF ChIP-seq,,NR3C1,encode_v3
ENCSR000BHG,cell line,A549,TF ChIP-seq,,NR3C1,encode_v3
ENCSR000BIO,cell line,A549,TF ChIP-seq,,NR3C1,encode_v3
ENCSR000BJR,cell line,A549,TF ChIP-seq,,NR3C1,encode_v3
ENCSR000BJT,cell line,A549,TF ChIP-seq,,NR3C1,encode_v3
ENCSR541AOQ,cell line,A549,TF ChIP-seq,,PHF8,encode_v3
ENCSR000BHH,cell line,A549,TF ChIP-seq,,POLR2A,encode_v3
ENCSR000BHI,cell line,A549,TF ChIP-seq,,POLR2A,encode_v3
ENCSR000DYF,cell line,A549,TF ChIP-seq,,POLR2AphosphoS2,encode_v3
ENCSR000DYE,cell line,A549,TF ChIP-seq,,RAD21,encode_v3
ENCSR618ICR,cell line,A549,TF ChIP-seq,,RCOR1,encode_v3
ENCSR000BQP,cell line,A549,TF ChIP-seq,,REST,encode_v3
ENCSR892DRK,cell line,A549,TF ChIP-seq,,REST,encode_v3
ENCSR064LJN,cell line,A549,TF ChIP-seq,,RFX5,encode_v3
ENCSR798EGJ,cell line,A549,TF ChIP-seq,,RNF2,encode_v3
ENCSR000BRM,cell line,A549,TF ChIP-seq,,SIN3A,encode_v3
ENCSR513XQX,cell line,A549,TF ChIP-seq,,SIN3A,encode_v3
ENCSR000BRL,cell line,A549,TF ChIP-seq,,SIX5,encode_v3
ENCSR481YWD,cell line,A549,TF ChIP-seq,,SMC3,encode_v3
ENCSR000BPE,cell line,A549,TF ChIP-seq,,SP1,encode_v3
ENCSR897MYK,cell line,A549,TF ChIP-seq,,SREBF1,encode_v3
ENCSR638QYO,cell line,A549,TF ChIP-seq,,SREBF2,encode_v3
ENCSR000BPF,cell line,A549,TF ChIP-seq,,TAF1,encode_v3
ENCSR000BQQ,cell line,A549,TF ChIP-seq,,TCF12,encode_v3
ENCSR563FBT,cell line,A549,TF ChIP-seq,,USF2,encode_v3
ENCSR000BPM,cell line,A549,TF ChIP-seq,,YY1,encode_v3
ENCSR000BPZ,cell line,A549,TF ChIP-seq,,ZBTB33,encode_v3
ENCSR000BYH,cell line,A549,polyA plus RNA-seq,,none,encode_v3
ENCSR000BYJ,cell line,A549,polyA plus RNA-seq,,none,encode_v3
ENCSR000CON_M,cell line,A549,polyA plus RNA-seq,minus,none,encode_v3
ENCSR000CON_P,cell line,A549,polyA plus RNA-seq,plus,none,encode_v3
ENCSR000CTL_M,cell line,A549,polyA plus RNA-seq,minus,none,encode_v3
ENCSR000CTL_P,cell line,A549,polyA plus RNA-seq,plus,none,encode_v3
ENCSR000CTM_M,cell line,A549,polyA plus RNA-seq,minus,none,encode_v3
ENCSR000CTM_P,cell line,A549,polyA plus RNA-seq,plus,none,encode_v3
ENCSR346JWH,cell line,A673,DNase-seq,,none,encode_v3
ENCSR714TJD,cell line,A673,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR747BYL,cell line,A673,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR581PUR,cell line,A673,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR521IZK,cell line,A673,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR435FGK,cell line,A673,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR988EGR,cell line,A673,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR611JJS,cell line,A673,TF ChIP-seq,,CTCF,encode_v3
ENCSR179SAO,cell line,A673,TF ChIP-seq,,EZH2,encode_v3
ENCSR558SEE_M,cell line,A673,total RNA-seq,minus,none,encode_v3
ENCSR558SEE_P,cell line,A673,total RNA-seq,plus,none,encode_v3
ENCSR311DQO,cell line,ACC112,Histone ChIP-seq,,H2AFZ,encode_v3
ENCSR059MVB,cell line,ACC112,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR475NLR,cell line,ACC112,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR897FOZ,cell line,ACC112,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR726ZZX,cell line,ACC112,Histone ChIP-seq,,H3K4me1,encode_v3
ENCSR778VGY,cell line,ACC112,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR741GJT,cell line,ACC112,Histone ChIP-seq,,H3K79me2,encode_v3
ENCSR257BGZ,cell line,ACHN,DNase-seq,,none,encode_v3
ENCSR000ELX,cell line,AG04449,DNase-seq,,none,encode_v3
ENCSR000DPI,cell line,AG04449,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DPG,cell line,AG04449,TF ChIP-seq,,CTCF,encode_v3
ENCSR000ELY,cell line,AG04450,DNase-seq,,none,encode_v3
ENCSR000DPL,cell line,AG04450,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR000DPK,cell line,AG04450,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR000DPO,cell line,AG04450,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DPJ,cell line,AG04450,Histone ChIP-seq,,H3K9me3,encode_v3
ENCSR000DPM,cell line,AG04450,TF ChIP-seq,,CTCF,encode_v3
ENCSR000COO_M,cell line,AG04450,polyA plus RNA-seq,minus,none,encode_v3
ENCSR000COO_P,cell line,AG04450,polyA plus RNA-seq,plus,none,encode_v3
ENCSR000EIV,cell line,AG08395,DNase-seq,,none,encode_v3
ENCSR000EIW,cell line,AG08396,DNase-seq,,none,encode_v3
ENCSR000ELZ,cell line,AG09309,DNase-seq,,none,encode_v3
ENCSR000DPR,cell line,AG09309,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DPP,cell line,AG09309,TF ChIP-seq,,CTCF,encode_v3
ENCSR000EMA,cell line,AG09319,DNase-seq,,none,encode_v3
ENCSR000DPU,cell line,AG09319,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DPS,cell line,AG09319,TF ChIP-seq,,CTCF,encode_v3
ENCSR000EMB,cell line,AG10803,DNase-seq,,none,encode_v3
ENCSR000DPX,cell line,AG10803,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DPV,cell line,AG10803,TF ChIP-seq,,CTCF,encode_v3
ENCSR000EIX,cell line,AG20443,DNase-seq,,none,encode_v3
ENCSR000EMD,cell line,BE2C,DNase-seq,,none,encode_v3
ENCSR000DQB,cell line,BE2C,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DQD,cell line,BE2C,TF ChIP-seq,,CTCF,encode_v3
ENCSR000BYK,cell line,BE2C,polyA plus RNA-seq,,none,encode_v3
ENCSR000EME,cell line,BJ,DNase-seq,,none,encode_v3
ENCSR000DQG,cell line,BJ,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR000DQF,cell line,BJ,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR000DQH,cell line,BJ,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DQI,cell line,BJ,TF ChIP-seq,,CTCF,encode_v3
ENCSR000COP_M,cell line,BJ,polyA plus RNA-seq,minus,none,encode_v3
ENCSR000COP_P,cell line,BJ,polyA plus RNA-seq,plus,none,encode_v3
ENCSR279KIX,cell line,C4-2B,Histone ChIP-seq,,H3K27ac,encode_v3
ENCSR460LGH,cell line,C4-2B,TF ChIP-seq,,CTCF,encode_v3
ENCSR027UFT,cell line,C4-2B,TF ChIP-seq,,ZFX,encode_v3
ENCSR000EMN,cell line,CMK,DNase-seq,,none,encode_v3
ENCSR000EKI,cell line,CWRU1,DNase-seq,,none,encode_v3
ENCSR000DQL,cell line,Caco-2,Histone ChIP-seq,,H3K27me3,encode_v3
ENCSR000DQK,cell line,Caco-2,Histone ChIP-seq,,H3K36me3,encode_v3
ENCSR000DQM,cell line,Caco-2,Histone ChIP-seq,,H3K4me3,encode_v3
ENCSR000DQN,cell line,Caco-2,TF ChIP-seq,,CTCF,encode_v3
ENCSR469WPG_M,cell line,Caco-2,total RNA-seq,minus,none,encode_v3
ENCSR469WPG_P,cell line,Caco-2,total RNA-seq,plus,none,encode_v3
ENCSR515EWI,cell line,Caki2,DNase-seq,,none,encode_v3
ENCSR897JEH_M,cell line,Calu3,total RNA-seq,minus,none,encode_v3
