variant_type,delta_col,mean,std
snp,D_BW_ENCSR000EKU,0.000738803590210075,0.012369487483563795
snp,D_BW_ENCSR000DWF,2.1847948814049744e-05,0.008154042017712235
snp,D_BW_ENCSR503BEM,0.00048378928540608823,0.010943683438259138
snp,D_BW_ENCSR183CQK,0.0001900489513690655,0.005797345429729711
snp,D_BW_ENCSR837SUQ,0.00032777106469003564,0.006945192395745036
snp,D_BW_ENCSR036KFJ,0.0004697442850750736,0.010385883485007326
snp,D_BW_ENCSR657RRI,0.00020823049494343945,0.008887860563723005
snp,D_BW_ENCSR543IKB,0.00025016110485944995,0.0075719573714037374
snp,D_BW_ENCSR884QDT,0.0003404046225751567,0.005920783631374945
snp,D_BW_ENCSR385SZQ,0.00010580639872286055,0.017490657523487895
snp,D_BW_ENCSR752EPH,0.00013876483162753603,0.019353456927435744
snp,D_BW_ENCSR789VGQ,0.00022893779807620578,0.0164920600204193
snp,D_BW_ENCSR000EKZ,0.0007991856648626491,0.013118151160634046
snp,D_BW_ENCSR000EWR,0.0006147521492253002,0.00800728522156375
snp,D_BW_ENCSR752UOD,0.00041919325152014054,0.009499495684170809
snp,D_BW_ENCSR000EWP,0.000617142897258457,0.008308149627846501
snp,D_BW_ENCSR761DLU,0.0005041799006553797,0.007200722198366227
snp,D_BW_ENCSR493NBY,0.0006389147737342068,0.010575492309441378
snp,D_BW_ENCSR000DWJ,0.0003903636788455849,0.010104490415558614
snp,D_BW_ENCSR985MIB,0.00020702347541466738,0.008573995741622547
snp,D_BW_ENCSR056UBA,0.0001719213098797024,0.007271241517878816
snp,D_BW_ENCSR000EWQ,0.000698769309072413,0.009273906278655064
snp,D_BW_ENCSR999WHE,0.0004281437517995508,0.0056665748466004735
snp,D_BW_ENCSR458LIB,0.00016023033640832982,0.015009104369955291
snp,D_BW_ENCSR758OEC,0.0003010856258308786,0.01032196458764863
snp,D_BW_ENCSR404LJZ,0.0003871929473601855,0.007963607553982044
snp,D_BW_ENCSR120LGC,0.0002508480356544511,0.004818223126282715
snp,D_BW_ENCSR094VCE,0.00043329884990667687,0.007100381981371256
snp,D_BW_ENCSR361FWQ,0.0001677678308935247,0.006969587406140594
snp,D_BW_ENCSR872PRJ,0.0001561622811943038,0.006593448430508247
snp,D_BW_ENCSR461LTR,0.00030977765782776043,0.004429935083819592
snp,D_BW_ENCSR301OGM,0.0003908325018536331,0.012244669580071598
snp,D_BW_ENCSR662HMO,0.00041225808234805734,0.011753612770804408
snp,D_BW_ENCSR000DWP,0.0005287388291878578,0.009872814109700537
snp,D_BW_ENCSR265TEK,0.00014343902341320983,0.018334402151983932
snp,D_BW_ENCSR638HMQ,0.00030830957504928623,0.011268672580151167
snp,D_BW_ENCSR562JTY,0.00021254273497650766,0.004578638038794065
snp,D_BW_ENCSR011CSR,0.0002374275882019956,0.007295898346990023
snp,D_BW_ENCSR082NQB,0.00010405231872175493,0.007075406283235129
snp,D_BW_ENCSR327OGS,0.00024862750791586363,0.006737531314224256
snp,D_BW_ENCSR000EXE,0.00045316837982744233,0.008865770884840826
snp,D_BW_ENCSR000EXB,0.00021609588820710143,0.008729199402282794
snp,D_BW_ENCSR000EXA,0.0003529654354111761,0.010837403693604171
snp,D_BW_ENCSR000EXD,0.0002696920154441116,0.00726007182990426
snp,D_BW_ENCSR000EXC,0.0001652704949817087,0.008428077527617182
snp,D_BW_ENCSR000EWZ,0.00033988017811734453,0.009392414454705983
snp,D_BW_ENCSR597UDW,0.00011238414380285476,0.010158529814078955
snp,D_BW_ENCSR859JNA,0.00027130738091774476,0.006808452495958729
snp,D_BW_ENCSR449AYM,0.0001566950804912127,0.00760043564932833
snp,D_BW_ENCSR184QUS,-2.508003614906572e-05,0.011274145376762842
snp,D_BW_ENCSR422JNY,8.802429223671937e-05,0.008192379064141978
snp,D_BW_ENCSR076JBA,0.00020332219254257333,0.005666329988427545
snp,D_BW_ENCSR189AGR,0.0002879019158008771,0.005243157474418668
snp,D_BW_ENCSR857GMX,0.0003516436132610354,0.011181667642097586
snp,D_BW_ENCSR867TPP,0.0005034925145471198,0.0070299041490866744
snp,D_BW_ENCSR638FRE,0.00023605820014436021,0.006633421333343211
snp,D_BW_ENCSR581LZU,0.00025541591975424026,0.012532508377992175
snp,D_BW_ENCSR548PZS,0.0001488762692763255,0.009237320045049126
snp,D_BW_ENCSR996GHD,0.00023997811298085073,0.007998918759112603
snp,D_BW_ENCSR604JFH,0.00032061704904095737,0.0054087100897944745
snp,D_BW_ENCSR489NAM,0.00021728802886274127,0.012576197369334033
snp,D_BW_ENCSR447ZGY,9.504250035836146e-05,0.008848364288939443
snp,D_BW_ENCSR243AIS,0.00016236772649308556,0.007285681569339073
snp,D_BW_ENCSR060WGK,0.00017553840437505998,0.011757392595949866
snp,D_BW_ENCSR005SXO,9.451889966288184e-05,0.008564199701843897
snp,D_BW_ENCSR389WWC,0.00023921398270843375,0.004909177336040929
snp,D_BW_ENCSR826UTD,0.0003049978429180944,0.010019099253972806
snp,D_BW_ENCSR881TWJ,0.0002942594707521618,0.007390934062598891
snp,D_BW_ENCSR849APH,0.00024963061715293133,0.005967010132537564
snp,D_BW_ENCSR566UMF,0.0005821344084464587,0.010252600734351866
snp,D_BW_ENCSR275NCH,0.00016441007073108967,0.0072930158549881505
snp,D_BW_ENCSR197QXT,0.00020130063351402934,0.0069052131325774944
snp,D_BW_ENCSR339ZMJ,0.00032817893621758516,0.004889347401641524
snp,D_BW_ENCSR940NLN,0.0004240887223655342,0.0166461407547819
snp,D_BW_ENCSR769FOC,0.0003608257438127811,0.009035981503285795
snp,D_BW_ENCSR726LZG,0.0002944579013647177,0.007719212036222215
snp,D_BW_ENCSR402SJV,0.00027492189318196385,0.005260516511090251
snp,D_BW_ENCSR913MGR,0.0003481968441325375,0.007113518676101804
snp,D_BW_ENCSR441JWF,0.00016354495006748755,0.0063728024039552845
snp,D_BW_ENCSR945KBK,0.00025088243886955784,0.0068407414348003355
