signal_category,ABSENT,WEAK,MODERATE,STRONG
ABSENT,0.8785511363636364,0.5891891891891892,0.08012326656394453,0.011111111111111112
WEAK,0.778584392014519,0.3655705996131528,0.03902209685002351,0.004155124653739612
MODERATE,0.1372093023255814,0.03744292237442922,0.029436860068259386,0.003927729772191673
STRONG,0.0,0.007692307692307693,0.017977528089887642,0.0
